Row,Timestamp_ms,RawEEG,Delta,Theta,Alpha,Beta,Gamma,DominantBand
8895,129396,57.8828,33.2779,9.8518,5.5418,10.1830,2.3585,Delta
8896,129403,49.1172,34.5744,9.8701,4.9798,6.3508,0.1548,Delta
8897,129404,38.6719,34.8465,8.8339,3.6066,1.3610,-1.7114,Delta
8898,129408,34.5469,34.7151,7.5650,2.2852,-1.6972,-2.0004,Delta
8899,129411,35.9844,34.6747,6.6156,1.4828,-2.1800,-1.1588,Delta
8900,129415,38.3750,34.7933,6.0008,1.1080,-1.4265,-0.2902,Delta
8901,129422,36.5000,34.7074,5.2839,0.6841,-1.4668,-0.3102,Delta
8902,129424,30.6484,34.1151,4.1657,-0.0562,-2.8428,-1.0216,Delta
8903,129427,23.5859,32.9716,2.6647,-1.0494,-4.8344,-1.7692,Delta
8904,129431,18.5781,31.5028,1.0777,-1.9944,-6.2342,-1.9793,Delta
8905,129447,15.3672,29.8906,-0.3945,-2.7288,-6.7588,-1.7795,Delta
8906,129447,14.4375,28.3373,-1.5634,-3.1257,-6.2947,-1.2640,Delta
8907,129447,17.7500,27.1834,-2.1273,-2.9719,-4.4112,-0.2839,Delta
8908,129447,24.7969,26.6922,-1.9145,-2.2012,-1.2783,0.9545,Delta
8909,129451,31.2656,26.7479,-1.1757,-1.1322,1.7299,1.7282,Delta
8910,129461,34.1875,27.0048,-0.3581,-0.2019,3.3502,1.6662,Delta
8911,129461,32.5625,27.0720,0.1191,0.2518,3.0505,0.8564,Delta
8912,129463,29.6953,26.8681,0.2295,0.2978,1.7754,0.0307,Delta
8913,129467,27.8516,26.5050,0.1517,0.1707,0.5941,-0.3709,Delta
8914,129471,26.0313,26.0016,-0.0631,-0.0547,-0.3905,-0.5621,Delta
8915,129481,23.4609,25.3122,-0.4400,-0.3877,-1.3736,-0.7577,Delta
8916,129485,19.1641,24.3166,-1.0776,-0.9041,-2.6846,-1.1271,Delta
8917,129486,14.8984,23.0505,-1.8961,-1.5068,-3.9301,-1.3933,Delta
8918,129486,10.9297,21.5678,-2.8106,-2.1121,-4.9076,-1.5098,Delta
8919,129490,6.5000,19.8554,-3.8205,-2.7269,-5.7821,-1.6260,Delta
8920,129511,1.3359,17.8795,-4.9468,-3.3761,-6.6991,-1.8045,Delta
8921,129511,-4.2656,15.6343,-6.1780,-4.0502,-7.6256,-1.9925,Delta
8922,129511,-9.8047,13.1557,-7.4618,-4.7043,-8.4158,-2.1088,Delta
8923,129511,-11.5547,10.7789,-8.4419,-5.0252,-8.0443,-1.6457,Delta
8924,129512,-9.0391,8.8429,-8.8181,-4.7997,-6.1732,-0.6537,Delta
8925,129521,-3.0469,7.5866,-8.4433,-3.9830,-3.0910,0.5670,Theta
8926,129522,-0.0937,6.6930,-7.7731,-3.0750,-0.7951,0.9817,Theta
8927,129522,-3.1797,5.6344,-7.4058,-2.6166,-0.6913,0.2815,Theta
8928,129525,-8.4922,4.2480,-7.4592,-2.6251,-1.9756,-0.6690,Theta
8929,129533,-10.2500,2.8589,-7.5235,-2.6460,-2.6386,-0.8382,Theta
8930,129538,-9.4766,1.6746,-7.3805,-2.4791,-2.3186,-0.4695,Theta
8931,129538,-6.7187,0.8365,-6.9171,-2.0522,-1.1626,0.1361,Theta
8932,129541,-4.9844,0.2261,-6.3097,-1.5643,-0.1343,0.4292,Theta
8933,129544,-2.5156,-0.1200,-5.5427,-1.0049,0.9071,0.6730,Theta
8934,129548,1.4219,-0.1096,-4.5453,-0.3142,2.2053,1.0294,Theta
8935,129567,4.3359,0.1368,-3.4795,0.3468,3.1504,1.1389,Theta
8936,129567,3.4687,0.2868,-2.7011,0.6690,2.8380,0.6440,Beta
8937,129567,-0.8906,0.0662,-2.4458,0.5008,1.1897,-0.2652,Theta
8938,129567,-4.2187,-0.4019,-2.4970,0.1193,-0.4418,-0.7852,Theta
8939,129568,-3.2578,-0.7425,-2.4120,-0.0457,-0.7094,-0.4658,Theta
8940,129580,0.1953,-0.7659,-2.0158,0.1206,0.2080,0.2273,Theta
8941,129580,-0.1250,-0.8120,-1.7142,0.1924,0.4224,0.2172,Theta
8942,129580,-6.9531,-1.4075,-2.0398,-0.2971,-1.3736,-0.8100,Theta
8943,129583,-16.4688,-2.7130,-3.0549,-1.3144,-4.3629,-2.0234,Beta
8944,129587,-22.8828,-4.4003,-4.3038,-2.3702,-6.5554,-2.4176,Beta
8945,129593,-22.2578,-5.8554,-5.1094,-2.8606,-6.2997,-1.5627,Beta
8946,129611,-17.1094,-6.7330,-5.1878,-2.6350,-4.0014,-0.1689,Delta
8947,129612,-12.7812,-7.1593,-4.7929,-2.0445,-1.4983,0.7186,Delta
8948,129612,-12.4687,-7.5074,-4.3924,-1.5661,-0.3231,0.6592,Delta
8949,129612,-13.9141,-7.9280,-4.1433,-1.3131,-0.2454,0.2214,Delta
8950,129612,-13.0937,-8.2290,-3.8192,-1.0355,0.0331,0.1882,Delta
8951,129621,-11.0469,-8.3226,-3.3405,-0.6612,0.6726,0.4031,Delta
8952,129621,-6.9922,-8.0673,-2.5846,-0.0905,1.8898,0.8640,Delta
8953,129623,-1.9844,-7.4222,-1.5540,0.6478,3.4049,1.3390,Delta
8954,129627,4.7344,-6.2898,-0.1909,1.5865,5.2799,1.8911,Delta
8955,129636,10.6328,-4.7891,1.3277,2.5421,6.8159,2.1514,Beta
8956,129636,14.7422,-3.1056,2.7850,3.3272,7.5507,2.0257,Beta
8957,129638,14.7969,-1.5902,3.8288,3.6606,6.8236,1.3157,Beta
8958,129643,11.8516,-0.4710,4.2928,3.4719,4.8736,0.3373,Beta
8959,129647,6.4297,0.0909,4.1072,2.7819,2.0878,-0.6929,Theta
8960,129670,0.5547,0.1162,3.4026,1.7816,-0.7463,-1.4401,Theta
8961,129672,-6.5078,-0.4355,2.2223,0.5456,-3.5367,-2.0496,Beta
8962,129672,-11.7734,-1.3572,0.8597,-0.6404,-5.4626,-2.1766,Beta
8963,129672,-15.4687,-2.4814,-0.4828,-1.6211,-6.4063,-1.9628,Beta
8964,129672,-15.8906,-3.5196,-1.5105,-2.1801,-6.0035,-1.3113,Beta
8965,129672,-12.5547,-4.1739,-1.9681,-2.1668,-4.1743,-0.2895,Beta
8966,129674,-6.2422,-4.2418,-1.7411,-1.5750,-1.2876,0.8553,Delta
8967,129699,1.5234,-3.6663,-0.8847,-0.5445,1.9789,1.8286,Delta
8968,129704,10.1953,-2.4417,0.5031,0.7774,5.1879,2.5652,Beta
8969,129704,16.3047,-0.8455,2.0463,2.0206,7.2680,2.6530,Beta
8970,129704,16.3516,0.5885,3.1656,2.6933,7.0562,1.7608,Beta
8971,129704,7.1406,1.1229,3.1659,2.2747,3.5924,-0.2729,Beta
8972,129704,-7.4844,0.4110,1.8736,0.7913,-2.0112,-2.5464,Gamma
8973,129704,-21.9844,-1.4060,-0.3493,-1.2668,-7.5998,-4.0590,Beta
8974,129705,-28.8438,-3.5892,-2.5808,-2.9960,-10.4076,-3.8634,Beta
8975,129732,-25.3750,-5.2579,-3.9059,-3.6517,-9.1028,-2.0190,Beta
8976,129732,-15.1875,-5.9177,-3.9643,-3.1041,-4.7172,0.3945,Delta
8977,129733,-4.6016,-5.6411,-3.0444,-1.8144,0.2903,2.1254,Delta
8978,129733,2.4062,-4.8171,-1.7144,-0.4039,3.9020,2.6513,Delta
8979,129734,4.3359,-3.9169,-0.5316,0.6260,5.1849,2.0932,Beta
8980,129734,1.9922,-3.2969,0.1597,1.0479,4.3298,0.9557,Beta
8981,129735,-2.5703,-3.1089,0.2852,0.9079,2.2354,-0.1936,Delta
8982,129740,-9.3359,-3.4872,-0.1995,0.2610,-0.6085,-1.2560,Delta
8983,129741,-17.0547,-4.4496,-1.2116,-0.7399,-3.5953,-2.0714,Delta
8984,129744,-20.9297,-5.6214,-2.2737,-1.6166,-5.2136,-2.0308,Delta
8985,129756,-16.7891,-6.3276,-2.6760,-1.7616,-3.9963,-0.7487,Delta
8986,129759,-6.1719,-6.0894,-2.0310,-0.9544,-0.2065,1.1960,Delta
8987,129760,2.6094,-5.1551,-0.7724,0.2578,3.5087,2.3235,Delta
8988,129760,2.2969,-4.3380,0.1515,0.9641,4.2844,1.6638,Delta
8989,129770,-4.5156,-4.1554,0.2597,0.8291,2.1793,0.0352,Delta
8990,129771,-11.0000,-4.5144,-0.2137,0.2105,-0.5863,-1.1447,Delta
8991,129771,-11.9453,-4.9076,-0.6429,-0.2504,-1.7463,-1.0743,Delta
8992,129775,-8.8672,-5.0038,-0.6909,-0.2846,-1.1091,-0.2645,Delta
8993,129779,-7.3203,-4.9584,-0.5841,-0.1737,-0.3229,0.1736,Delta
8994,129784,-7.5234,-4.9286,-0.5120,-0.1135,-0.0535,0.1569,Delta
8995,129787,-6.9844,-4.8525,-0.4040,-0.0301,0.1931,0.1752,Delta
8996,129791,-3.6953,-4.5114,-0.0381,0.2750,1.1303,0.5759,Delta
8997,129794,1.3047,-3.7942,0.6590,0.8335,2.6444,1.1392,Delta
8998,129802,5.2734,-2.8250,1.5036,1.4424,3.8886,1.3914,Beta
8999,129802,4.9453,-1.9806,2.0799,1.7243,3.7282,0.9079,Beta
9000,129806,0.1250,-1.6142,2.0659,1.4480,1.8931,-0.1544,Theta
9001,129810,-7.9062,-1.9373,1.3403,0.5959,-1.1496,-1.3924,Delta
9002,129814,-17.3672,-2.9937,-0.0246,-0.6797,-4.5988,-2.4321,Beta
9003,129827,-23.7188,-4.4527,-1.5792,-1.9176,-6.9073,-2.6487,Beta
9004,129827,-23.2813,-5.7185,-2.6738,-2.5545,-6.6961,-1.7115,Beta
9005,129827,-17.0938,-6.3423,-2.9201,-2.3528,-4.0847,-0.1084,Delta
9006,129830,-7.6953,-6.1294,-2.2582,-1.4001,-0.1100,1.4984,Delta
9007,129834,0.3594,-5.2768,-1.0448,-0.1343,3.4650,2.3657,Delta
9008,129840,3.5937,-4.2443,0.1507,0.8950,5.1400,2.1430,Beta
9009,129842,2.7891,-3.3804,0.9704,1.4226,4.8401,1.2573,Beta
9010,129845,-0.2344,-2.8489,1.3086,1.4484,3.2854,0.2595,Beta
9011,129849,-1.2500,-2.4522,1.4526,1.3204,2.0238,-0.1335,Delta
9012,129858,-1.0078,-2.0746,1.5561,1.2005,1.3692,-0.1177,Delta
9013,129861,-1.7656,-1.7956,1.5431,1.0144,0.7521,-0.1802,Delta
9014,129862,-7.0078,-1.9701,1.0633,0.4515,-0.9625,-0.8583,Delta
9015,129865,-15.7031,-2.8311,-0.0489,-0.5818,-3.7592,-1.8841,Beta
9016,129881,-23.5703,-4.2385,-1.5434,-1.7922,-6.3497,-2.4981,Beta
9017,129881,-28.8672,-5.9247,-3.0799,-2.8586,-7.8387,-2.4759,Beta
9018,129882,-31.3594,-7.6304,-4.3843,-3.5729,-7.9906,-1.9673,Beta
9019,129882,-31.8203,-9.1865,-5.3219,-3.8830,-7.1051,-1.2717,Delta
9020,129884,-31.2656,-10.5244,-5.8846,-3.8536,-5.6971,-0.6437,Delta
9021,129891,-26.9766,-11.3616,-5.8421,-3.3307,-3.2965,0.2772,Delta
9022,129892,-20.7188,-11.5894,-5.1826,-2.3784,-0.3373,1.2030,Delta
9023,129896,-15.5078,-11.3565,-4.1632,-1.2869,2.1493,1.6653,Delta
9024,129900,-14.0937,-11.0200,-3.2146,-0.4516,3.1267,1.3643,Delta
9025,129907,-15.6953,-10.8364,-2.5902,-0.0428,2.6336,0.6228,Delta
9026,129908,-16.0234,-10.6862,-2.1097,0.1841,2.0203,0.2422,Delta
9027,129912,-13.5937,-10.3421,-1.5107,0.5013,2.1793,0.4353,Delta
9028,129916,-10.4453,-9.7661,-0.7724,0.9146,2.7838,0.7553,Delta
9029,129920,-9.3281,-9.1483,-0.1149,1.2118,2.9265,0.7030,Delta
9030,129924,-8.7031,-8.5339,0.4297,1.3866,2.7546,0.5396,Delta
9031,129928,-4.0937,-7.5992,1.2190,1.7848,3.5532,0.9692,Delta
9032,129945,3.9844,-6.0968,2.4713,2.5680,5.5145,1.8305,Delta
9033,129945,10.4844,-4.2159,3.9140,3.4301,7.2101,2.2458,Beta
9034,129945,8.9219,-2.6540,4.7909,3.6817,6.4407,1.3229,Beta
9035,129945,-1.1250,-2.0693,4.5125,2.8963,2.6374,-0.6816,Theta
9036,129947,-11.8359,-2.4143,3.3221,1.4608,-1.9190,-2.2646,Theta
9037,129952,-16.2031,-3.0756,2.0098,0.1801,-4.4510,-2.3508,Beta
9038,129959,-10.0156,-3.1611,1.5232,-0.1365,-3.1165,-0.6942,Delta
9039,129964,6.6094,-1.8822,2.5447,0.9533,2.1963,2.1292,Theta
9040,129964,32.0859,1.3366,5.4226,3.5346,10.5764,5.4034,Beta
9041,129967,64.0781,6.8187,10.1878,7.4121,20.6697,8.5315,Beta
9042,129991,94.7656,14.2151,16.1687,11.8064,29.6853,10.3776,Beta
9043,129991,111.1641,22.1552,21.7443,15.2192,33.3168,9.3901,Beta
9044,129991,100.3828,28.3632,24.6211,15.7875,27.3150,4.4967,Delta
9045,129991,58.6953,30.5000,22.8199,12.2141,10.4534,-3.6519,Delta
9046,129991,-4.1250,27.2704,15.7728,4.6444,-13.6617,-12.4685,Delta
9047,129991,-70.1250,18.9808,4.6660,-5.2717,-38.0041,-18.8024,Beta
9048,130001,-122.9922,7.2376,-8.1663,-15.1637,-55.6979,-20.7239,Beta
9049,130001,-148.1250,-5.3295,-19.7192,-22.4600,-61.2901,-17.4044,Beta
9050,130002,-144.7578,-16.3027,-27.7107,-25.6458,-54.2410,-10.4061,Beta
9051,130006,-121.1484,-24.1901,-31.2002,-24.6153,-38.2351,-2.3991,Beta
9052,130010,-92.7344,-28.9148,-30.8708,-20.6817,-19.8841,3.6856,Theta
9053,130015,-71.5547,-31.3902,-28.3155,-15.7060,-5.0606,6.3562,Delta
9054,130034,-61.3281,-32.7395,-25.0733,-11.1602,3.6202,6.0273,Delta
9055,130035,-57.6641,-33.6124,-21.9296,-7.5887,7.2101,4.4098,Delta
9056,130035,-53.5469,-34.0209,-18.8733,-4.7411,8.6273,3.2025,Delta
9057,130035,-43.6953,-33.5468,-15.4470,-2.0255,10.6065,3.2759,Delta
9058,130035,-28.1719,-31.8218,-11.3215,0.9216,14.0317,4.3222,Delta
9059,130048,-12.2891,-28.9494,-6.7134,3.9040,17.6130,5.2167,Delta
9060,130048,-1.8125,-25.4925,-2.2809,6.3570,19.3358,5.0258,Delta
9061,130048,0.8203,-22.1538,1.2820,7.7716,18.0801,3.6319,Delta
9062,130048,-2.8125,-19.4345,3.6066,8.0049,14.2621,1.6494,Delta
9063,130058,-7.6562,-17.3711,4.8675,7.4114,9.7157,0.0848,Delta
9064,130058,-10.9609,-15.7724,5.4454,6.4572,5.9232,-0.6590,Delta
9065,130060,-10.2422,-14.2645,5.8461,5.6346,3.9741,-0.4531,Delta
9066,130070,-5.0156,-12.4730,6.4901,5.2765,4.1408,0.4641,Delta
9067,130071,4.1641,-10.1081,7.6398,5.5227,6.0916,1.7319,Delta
9068,130086,13.2500,-7.2402,9.1389,6.1203,8.3946,2.6073,Theta
9069,130087,18.0000,-4.2777,10.5059,6.5728,9.3636,2.5139,Theta
9070,130087,15.7109,-1.8063,11.1550,6.3749,7.8555,1.3148,Theta
9071,130088,6.4375,-0.3452,10.6665,5.2513,3.8064,-0.6241,Theta
9072,130088,-4.0000,0.1148,9.2400,3.5227,-0.9205,-2.1781,Theta
9073,130092,-10.3359,0.0113,7.4864,1.8176,-4.1696,-2.5636,Theta
9074,130095,-11.3672,-0.1652,5.9679,0.6120,-5.0486,-1.8877,Theta
9075,130099,-9.4062,-0.1636,4.9035,-0.0031,-4.1693,-0.8550,Theta
9076,130116,-5.6875,0.1404,4.3442,-0.0937,-2.3122,0.1250,Theta
9077,130120,-1.5156,0.7517,4.2087,0.1757,-0.2326,0.8223,Theta
9078,130120,2.1328,1.5948,4.3469,0.6129,1.5107,1.1608,Theta
9079,130120,2.9766,2.4166,4.4490,0.9175,2.1561,0.9339,Theta
9080,130120,0.8359,2.9757,4.2693,0.8977,1.5303,0.2775,Theta
9081,130122,-1.5469,3.2791,3.8624,0.6617,0.4697,-0.2566,Theta
9082,130146,0.8438,3.7414,3.6975,0.6708,0.6649,0.0778,Delta
9083,130147,6.2031,4.5870,3.9673,1.0577,2.0718,0.8517,Delta
9084,130147,10.7734,5.7105,4.4896,1.5976,3.5139,1.3209,Delta
9085,130147,12.0547,6.8142,4.9124,1.9538,3.9020,1.1211,Delta
9086,130148,12.0625,7.7953,5.1461,2.0836,3.5238,0.7039,Delta
9087,130148,15.0703,8.9096,5.4893,2.2994,3.7205,0.8126,Delta
9088,130161,21.2969,10.4034,6.1813,2.8054,4.9524,1.4178,Delta
9089,130161,27.4766,12.2317,7.1175,3.4623,6.3772,1.8888,Delta
9090,130161,31.8281,14.2087,8.0651,4.0413,7.1952,1.9214,Delta
9091,130162,33.3906,16.0898,8.7689,4.3320,6.9461,1.4831,Delta
9092,130166,34.1797,17.8200,9.2139,4.3735,6.1436,1.0113,Delta
9093,130172,33.9766,19.3325,9.3746,4.1844,4.9866,0.5582,Delta
9094,130191,28.7422,20.2391,8.8943,3.4762,2.5185,-0.4365,Delta
9095,130191,17.3125,20.0985,7.4194,2.0063,-1.7371,-2.0397,Delta
9096,130191,3.0000,18.7858,4.9839,-0.0844,-6.8314,-3.5916,Delta
9097,130191,-8.9453,16.6177,2.0740,-2.2781,-10.9179,-4.2714,Delta
9098,130191,-15.7812,14.1015,-0.7075,-4.0425,-12.7425,-3.8640,Delta
9099,130193,-18.3047,11.6272,-2.9815,-5.1326,-12.3706,-2.8194,Beta
9100,130203,-18.7891,9.3589,-4.6667,-5.6036,-10.7222,-1.7467,Beta
9101,130203,-18.7891,7.3171,-5.8442,-5.6370,-8.7087,-0.9711,Beta
9102,130205,-17.5156,5.5841,-6.5160,-5.3032,-6.4939,-0.3334,Theta
9103,130209,-15.0078,4.2298,-6.6951,-4.6650,-4.1735,0.2342,Theta
9104,130217,-10.2734,3.3972,-6.3157,-3.6985,-1.5315,0.9052,Theta
9105,130222,-5.0781,3.0703,-5.4874,-2.5394,0.9965,1.4263,Theta
9106,130222,-0.4375,3.1514,-4.3855,-1.3579,3.0002,1.6664,Theta
9107,130224,2.9141,3.4930,-3.2075,-0.3154,4.2077,1.5987,Beta
9108,130229,3.2422,3.8215,-2.2488,0.3622,4.1663,1.0832,Beta
9109,130250,0.0703,3.8534,-1.7661,0.5168,2.7538,0.1849,Delta
9110,130251,-4.5859,3.4990,-1.7717,0.2302,0.6453,-0.6732,Delta
9111,130251,-8.9375,2.8238,-2.1152,-0.2901,-1.3502,-1.1871,Delta
9112,130251,-9.5156,2.1690,-2.3849,-0.6398,-2.0362,-0.9426,Theta
9113,130251,-6.3125,1.8406,-2.2744,-0.5787,-1.1582,-0.1324,Theta
9114,130257,-2.1484,1.8830,-1.8013,-0.1949,0.4166,0.6248,Delta
9115,130258,-0.5312,2.0504,-1.2818,0.1731,1.3532,0.7581,Delta
9116,130260,-1.9180,2.0852,-0.9909,0.2839,1.1385,0.3258,Delta
9117,130263,-4.2930,1.9208,-0.9591,0.1563,0.2788,-0.1874,Delta
9118,130267,-6.6523,1.5796,-1.1194,-0.1102,-0.6926,-0.5349,Delta
9119,130274,-8.9805,1.0830,-1.4175,-0.4472,-1.5663,-0.7316,Beta
9120,130291,-13.0430,0.3067,-1.9603,-0.9453,-2.7504,-1.0775,Beta
9121,130292,-16.8125,-0.6953,-2.6514,-1.4968,-3.8098,-1.2879,Beta
9122,130292,-17.0469,-1.6107,-3.1419,-1.7843,-3.7436,-0.9115,Beta
9123,130292,-12.0234,-2.0202,-3.0291,-1.4932,-1.8860,0.1629,Theta
9124,130292,-5.5508,-1.8582,-2.3459,-0.7497,0.7492,1.1829,Theta
9125,130295,-3.6289,-1.5547,-1.6350,-0.1128,2.1008,1.2094,Beta
9126,130304,-10.9727,-1.8784,-1.7006,-0.2822,0.3501,-0.2252,Delta
9127,130305,-24.7539,-3.2866,-2.8894,-1.4319,-3.9868,-2.3001,Beta
9128,130306,-36.9023,-5.5317,-4.7565,-3.0040,-8.2354,-3.5377,Beta
9129,130310,-43.6875,-8.0874,-6.6431,-4.3511,-10.4610,-3.4664,Beta
9130,130314,-45.1484,-10.4855,-8.0615,-5.0899,-10.2527,-2.4653,Delta
9131,130325,-43.3438,-12.4741,-8.8307,-5.1720,-8.3353,-1.2028,Delta
9132,130328,-40.2969,-13.9927,-8.9982,-4.7529,-5.7327,-0.1592,Delta
9133,130328,-34.2773,-14.8472,-8.4627,-3.8177,-2.4410,0.9035,Delta
9134,130330,-24.8047,-14.8251,-7.1198,-2.3437,1.5776,2.0846,Delta
9135,130344,-12.9102,-13.8213,-4.9925,-0.4210,5.9653,3.2156,Delta
9136,130344,-0.6250,-11.9077,-2.2834,1.7190,10.0054,4.0037,Delta
9137,130344,8.7969,-9.4145,0.5714,3.6747,12.6226,4.0661,Beta
9138,130345,13.8789,-6.7580,3.1191,5.0951,13.2299,3.3847,Beta
9139,130349,14.6680,-4.3075,5.0317,5.7935,11.8976,2.2189,Beta
9140,130357,9.1992,-2.5529,5.9089,5.5372,8.3859,0.5042,Beta
9141,130358,0.0234,-1.7251,5.6861,4.4235,3.5775,-1.2260,Theta
9142,130361,-8.0625,-1.6393,4.7399,2.9192,-0.7642,-2.2115,Theta
9143,130365,-10.0781,-1.7245,3.7852,1.7109,-2.7475,-1.8914,Theta
9144,130371,-3.8242,-1.2903,3.5411,1.3740,-1.4261,-0.3175,Theta
9145,130373,6.1172,-0.0917,4.1429,1.8692,1.8793,1.4321,Theta
9146,130376,11.7305,1.4382,4.9980,2.5186,4.3018,2.0055,Theta
9147,130380,8.2812,2.5259,5.2592,2.5365,3.6764,0.9283,Theta
9148,130395,-1.3828,2.7112,4.5469,1.6895,0.3939,-0.9122,Theta
9149,130395,-12.2109,1.9936,3.0227,0.2622,-3.7098,-2.4054,Beta
9150,130395,-18.4414,0.8421,1.3088,-1.1021,-6.3377,-2.6881,Beta
9151,130396,-17.6074,-0.1221,0.0810,-1.8229,-6.2107,-1.6929,Beta
9152,130400,-12.0293,-0.5317,-0.3620,-1.7526,-3.8559,-0.1717,Beta
9153,130406,-5.4980,-0.3669,-0.1324,-1.1281,-0.7659,1.0443,Alpha
9154,130408,-0.0312,0.2257,0.5042,-0.2744,1.8923,1.6440,Beta
9155,130412,2.8887,0.9934,1.2176,0.4850,3.3657,1.5824,Beta
9156,130415,5.5312,1.8946,1.9526,1.1308,4.1467,1.3958,Beta
9157,130424,7.9004,2.8921,2.6684,1.6567,4.5043,1.2150,Beta
9158,130424,8.9961,3.8710,3.2500,1.9874,4.3245,0.9201,Beta
9159,130427,7.3262,4.6074,3.4875,1.9712,3.2412,0.3229,Delta
9160,130431,4.4238,5.0256,3.3602,1.6486,1.6518,-0.2895,Delta
9161,130435,1.0488,5.1198,2.9233,1.1168,-0.0325,-0.7595,Delta
9162,130448,-0.7969,5.0483,2.3927,0.5987,-1.1200,-0.8316,Delta
9163,130449,-0.3770,5.0126,1.9932,0.2866,-1.2473,-0.4986,Delta
9164,130449,4.0410,5.3342,2.0368,0.4220,0.0483,0.3423,Delta
9165,130451,9.4180,6.0533,2.4912,0.8988,1.9344,1.1101,Delta
9166,130456,11.9941,6.8998,3.0064,1.3478,3.0353,1.2117,Delta
9167,130463,8.0449,7.3287,3.0054,1.2578,1.9739,0.2613,Delta
9168,130463,2.1309,7.2236,2.4532,0.6911,-0.2403,-0.8068,Delta
9169,130467,1.2705,7.0513,1.9280,0.2467,-1.2270,-0.8227,Delta
9170,130470,7.6660,7.4090,2.0468,0.4549,0.2854,0.3485,Delta
9171,130480,18.5029,8.6020,3.0198,1.3943,3.6696,1.9281,Delta
9172,130484,25.2383,10.2081,4.2651,2.4235,6.1806,2.4594,Delta
9173,130484,24.1582,11.5468,5.0301,2.8602,5.9673,1.5490,Delta
9174,130486,16.5854,12.1166,4.8742,2.4155,3.0835,-0.1867,Delta
9175,130490,7.8281,11.9009,3.9344,1.3606,-0.6847,-1.6242,Delta
9176,130504,0.9004,11.1309,2.5816,0.1207,-3.7806,-2.2638,Delta
9177,130505,-4.4648,9.9924,1.0761,-1.0560,-5.8095,-2.3359,Delta
9178,130505,-10.5298,8.4684,-0.5774,-2.1942,-7.3742,-2.3883,Delta
9179,130507,-18.2886,6.4633,-2.4571,-3.3873,-9.0159,-2.6554,Beta
9180,130519,-24.9734,4.1169,-4.3829,-4.4772,-10.1811,-2.7159,Beta
9181,130519,-26.5934,1.8794,-5.8817,-5.0652,-9.6741,-2.0167,Beta
9182,130519,-22.4445,0.2111,-6.5484,-4.8759,-7.1035,-0.6312,Beta
9183,130521,-12.5802,-0.4809,-6.0997,-3.7803,-2.6182,1.1850,Theta
9184,130525,-1.3038,-0.1831,-4.7079,-2.0713,2.3295,2.6429,Theta
9185,130535,7.6199,0.8094,-2.8363,-0.2454,6.1584,3.2131,Beta
9186,130539,10.4600,1.9281,-1.1541,1.1017,7.4610,2.5956,Beta
9187,130541,7.7729,2.7091,-0.1097,1.6696,6.2189,1.2277,Beta
9188,130541,5.3604,3.2093,0.4657,1.7559,4.3074,0.2468,Beta
9189,130545,7.7173,3.8451,1.0863,1.9100,3.6798,0.3305,Delta
9190,130568,16.3027,5.1081,2.2582,2.5771,5.2505,1.4260,Beta
9191,130568,25.3076,6.9655,3.8568,3.5602,7.5081,2.3674,Beta
9192,130568,27.9756,8.8376,5.2094,4.2050,8.0250,2.0773,Delta
9193,130568,22.3643,10.0476,5.6545,3.9773,5.6498,0.5339,Delta
9194,130568,13.3018,10.3828,5.1236,2.9607,1.6408,-1.1629,Delta
9195,130569,6.8203,10.1440,4.0933,1.7057,-1.7316,-1.9412,Delta
9196,130579,6.1465,9.8639,3.2005,0.8082,-2.8836,-1.4936,Delta
9197,130579,9.4785,9.8727,2.7645,0.4781,-2.0248,-0.4428,Delta
9198,130580,12.5273,10.1172,2.6521,0.4886,-0.6383,0.3051,Delta
9199,130584,12.5488,10.3264,2.5260,0.4744,-0.0531,0.3247,Delta
9200,130593,11.0664,10.3814,2.2643,0.3303,-0.2316,0.0097,Delta
9201,130598,10.8437,10.4007,2.0128,0.2099,-0.3238,-0.0759,Delta
9202,130599,12.8750,10.5713,1.9640,0.2828,0.2268,0.2192,Delta
9203,130601,19.6367,11.2618,2.4681,0.8341,2.1917,1.1334,Delta
9204,130603,27.0801,12.4725,3.4334,1.7055,4.5812,1.9285,Delta
9205,130608,32.9512,14.0198,4.5929,2.6125,6.3863,2.2118,Delta
9206,130632,32.0156,15.3132,5.3007,2.9770,5.9323,1.3664,Delta
9207,130633,22.8340,15.7073,4.9613,2.3591,2.5392,-0.5199,Delta
9208,130633,8.9844,14.9161,3.4518,0.8095,-2.6928,-2.5764,Delta
9209,130633,-4.4941,13.0947,1.1273,-1.2115,-7.7865,-3.9012,Delta
9210,130633,-14.3457,10.6478,-1.4580,-3.1505,-11.1889,-4.1460,Beta
9211,130633,-18.3574,8.1183,-3.6996,-4.5023,-11.9822,-3.3177,Beta
9212,130645,-19.0762,5.7857,-5.3685,-5.1801,-10.8634,-2.1413,Beta
9213,130650,-17.7891,3.7950,-6.4131,-5.2606,-8.6777,-1.0338,Beta
9214,130650,-15.2598,2.2139,-6.8698,-4.8762,-6.0715,-0.1457,Theta
9215,130651,-11.5039,1.1009,-6.7772,-4.1305,-3.3356,0.5719,Theta
9216,130651,-9.7773,0.2434,-6.4488,-3.3536,-1.4569,0.7322,Theta
9217,130670,-13.5664,-0.8327,-6.4179,-3.0167,-1.6010,-0.0213,Theta
9218,130670,-24.0645,-2.6490,-7.1778,-3.4799,-4.2322,-1.5985,Theta
